date,hexsha,author,insertions,deletions,lines,files,files_json
2020-07-23 20:41:43,40f4f7a48cae491f83bd3cdbf7e9b5a23ed870ef,Bram Moolenaar,17,7,24,4,
2020-07-23 19:14:43,43e969d3f98766824c18d20b84f2fab00feef683,Bram Moolenaar,19,0,19,3,
2020-07-23 18:56:04,b8070e31736decfcdf8dd47997882cb8f5a64c9d,Bram Moolenaar,34,0,34,3,
2020-07-23 18:09:10,bfba8651a51b66fdc52848f32c77aa925586e250,Bram Moolenaar,13,1,14,3,
2020-07-23 17:06:23,637cd7d1c9fa0ee47951ccdc310a388cb7ecfada,Bram Moolenaar,6,2,8,3,
2020-07-23 16:26:30,6c4bfe4b31e8c5d3c4809536ab6e4835d50f0f67,Bram Moolenaar,17,8,25,3,
2020-07-23 15:16:18,2d06bfde29bd3a62fc85823d2aa719ef943bd319,Bram Moolenaar,24,22,46,13,
2020-07-23 14:37:03,8930caaa1a283092aca81fdbc3fcf15c7eadb197,Bram Moolenaar,79,61,140,7,
2020-07-23 13:50:40,8d5f6af5e5a5edfd3fa95f33540c204f4e74331e,Bram Moolenaar,5,3,8,2,
2020-07-23 13:38:03,dd1a9af00f6954b176c5875af0a91acde72572c8,Bram Moolenaar,16,6,22,4,
2020-07-23 12:59:07,7a87b4e3fe91c18a616536fe49154c4bb3da0a93,Bram Moolenaar,10,8,18,2,
2020-07-23 12:51:02,4cc45a367363f7754dedd280cd7a065b7a220394,Bram Moolenaar,6,4,10,2,
2020-07-23 12:39:47,5a67c37a554daa7627bdf0c8e7ddd5f1b597f978,Bram Moolenaar,4,2,6,2,
2020-07-23 11:11:37,63be3d4ba01d565e645d8bf7f4dc900fc9011534,Bram Moolenaar,36,10,46,5,
2020-07-22 20:23:40,c69950ac17225d07f973b39d5b0eb94291077808,Bram Moolenaar,9,0,9,2,
2020-07-22 19:45:14,4cdb13ce81309b62b636f2c614241959174d3fef,Bram Moolenaar,105,74,179,7,
2020-07-22 18:16:11,0f60e80f9b6d778e460b4dc8333cd8e17c1b620b,Bram Moolenaar,37,0,37,3,
2020-07-22 17:30:06,2f1980f7b74a6a47d72f9c56417bc4ad47c6b66c,Bram Moolenaar,36,15,51,3,
2020-07-22 17:11:19,054f14bbe58fece17f1a74ca63f0b37518f0b4de,Bram Moolenaar,601,561,1162,14,
2020-07-22 16:17:08,e7e4838f25ac39177f3c3150ee53af8d6e8a0f28,Bram Moolenaar,40,4,44,3,
2020-07-22 16:14:58,2690b5aed8b6b6070430b05dcae296cd9479c942,Bram Moolenaar,7,0,7,2,
2020-07-21 20:34:41,bc6fcbe4ce52bc48c3d77b24086acc61ed3333bc,Bram Moolenaar,9,7,16,2,
2020-07-21 20:25:51,7d5e744162c1e971e5a863e89787cadc8e56051c,Bram Moolenaar,5,2,7,2,
2020-07-21 19:48:58,420952175a652372affc78c0017d6049f20063c3,Bram Moolenaar,5,6,11,2,
2020-07-21 19:31:00,c71f36a889897aca4ac2ad3828926e3801728336,Bram Moolenaar,43,16,59,5,
2020-07-21 19:07:20,f868ba89039045b25efe83d12ca501d657e170e8,Bram Moolenaar,1344,1346,2690,14,
2020-07-21 18:55:50,c7db57788b661a5da0b375d4fffdf10721550141,Bram Moolenaar,29,3,32,4,
2020-07-21 17:44:47,7591116acffc45b5880c49244646651badac1629,Bram Moolenaar,31,27,58,4,
2020-07-21 17:25:18,f56c95fdad5af521887f8cd7bc15729b5355231d,Bram Moolenaar,33,1,34,3,
2020-07-20 21:10:56,08815a1d0350fbcc007aea5dd1272454c03fab4f,Bram Moolenaar,8,1,9,2,
2020-07-20 20:37:44,b31be3f909e074214b7f346888209c866faed56f,Bram Moolenaar,26,3,29,3,
2020-07-20 20:09:34,7892b953e0e496408008434ae3505293c0c93af1,Bram Moolenaar,12,3,15,3,
2020-07-20 19:31:32,d43906d2e5969288f239df851f5ad7b1dc2c7251,Bram Moolenaar,224,57,281,11,
2020-07-20 19:21:30,470adb827f3d9e6cf62f685738d2db216daf3738,Bram Moolenaar,5,0,5,2,
2020-07-19 21:06:05,b146e01a7e41bf5787a2b5ccc6c340ed6001f308,Bram Moolenaar,4,1,5,2,
2020-07-19 20:09:06,54c3fcd852f9d986f81547429e850b3364f058d6,Bram Moolenaar,43,21,64,3,
2020-07-19 18:48:59,682d0a15462f3d4f9404e98a56b340ae131cbb09,Bram Moolenaar,13,7,20,4,
2020-07-19 17:47:35,2f8ce0ae8a8247563be0a77a308130e767e0566e,Bram Moolenaar,147,40,187,6,
2020-07-19 16:38:37,747f11ad6ecad4dd85ce386a0a539cb853fec41a,Bram Moolenaar,24,1,25,2,
2020-07-19 16:24:32,956501594e6c64f28a01fa649ad9016f3b25f05b,Bram Moolenaar,159,143,302,2,
2020-07-19 15:55:44,bf9d8c3765a5255c0a0b577ca2e25d70a8bcb688,Bram Moolenaar,63,5,68,5,
2020-07-19 15:17:02,b209750b5e907003568c20856215122670ee22d2,Bram Moolenaar,21,3,24,3,
2020-07-19 14:32:09,f398238a37522fed9a2e7915741d1ab14ccc81a0,Bram Moolenaar,10,2,12,2,
2020-07-19 13:49:49,6802cce407b8b181bcf3eafe701fa9f8a91f7a73,Bram Moolenaar,31,9,40,3,
2020-07-19 12:41:58,75783bd84e42e8431e4a62dfbabc9be1a1e56901,Bram Moolenaar,13,4,17,5,
2020-07-19 12:03:09,65b9545f4494abcb455400c08e51de27bc305866,Bram Moolenaar,61,0,61,5,
2020-07-18 20:24:22,6434fc574dfbde11461e70e5a62712370edf38e6,Bram Moolenaar,10,2,12,4,
2020-07-18 20:03:11,10e1d01aaf5504675fd9197c75d1da0de0e5b429,Bram Moolenaar,9,0,9,2,
2020-07-18 19:40:41,de2396fc875837c47b1c13f5e80e0a1200c5eb61,Bram Moolenaar,26,1,27,5,
2020-07-18 16:13:02,d032f34a51c6722101626c4167dffecc427ac343,Bram Moolenaar,82,36,118,3,
2020-07-18 14:07:16,447bfba24b231777a79bf53cdb33f44d9691e47e,Bram Moolenaar,42,3,45,7,
2020-07-18 13:17:02,e859312e748297bde67a053fd3c486fc2c14b532,Bram Moolenaar,113,19,132,4,
2020-07-18 10:59:19,2764d06ab7140c95b6317e344d853e4a32c76e9a,Bram Moolenaar,271,26,297,3,
2020-07-18 10:50:35,066e7da3cd0e3af438ff878a90ff1678363ce2a2,Bram Moolenaar,10,2,12,2,
2020-07-17 21:03:17,f0b9f43c3169037b7f2cd70e4939ba1ef26ada1c,Bram Moolenaar,71,24,95,3,
2020-07-17 20:26:53,b68ced5f07a3cd6c01cf8fa2156f2e2949d2d4f1,Bram Moolenaar,20,4,24,2,
2020-07-17 20:17:03,945c857844b74866f90be20714aefc3149d2a991,Bram Moolenaar,6,15,21,3,
2020-07-17 20:06:44,68d130c618f363821761f231c4122a0b9b764b71,Bram Moolenaar,55,2,57,3,
2020-07-17 18:47:51,6e36b1c18e636549f3424546f2c20101604a2d33,Bram Moolenaar,4,3,7,3,
2020-07-17 18:43:43,203ec7760d255d9f92950c8779ddfc587d7896e0,Bram Moolenaar,144,2,146,16,
2020-07-17 18:36:00,f5be8cdb77786f93c23237d7d8162feca92067e2,Bram Moolenaar,167,126,293,9,
2020-07-16 20:30:31,98af99f2d79b310e81003f5e27862a7b522d8372,Bram Moolenaar,23,38,61,2,
2020-07-16 20:15:53,ee1b93169d21896e5401a54a5189c9465abb7bc9,Bram Moolenaar,39,3,42,2,
2020-07-15 20:38:56,a90afb9a590c92d537faeb16f9ccd282fc78aeff,Bram Moolenaar,40,2,42,3,
2020-07-15 17:48:20,e30f64b4b551bb00318dc09c2f13ecd3d711119a,Bram Moolenaar,11,1,12,3,
2020-07-15 16:29:18,657a826c07b4ea3f8846b6acb2c50b82c2d81e50,Bram Moolenaar,3,1,4,2,
2020-07-15 16:27:08,02f9e6a60f9851046154ccf2ac170f25a0b3cc7d,Bram Moolenaar,7,0,7,2,
2020-07-15 15:38:21,452143c6bf0dcf76ef415281b0e4fbc3edff4b6b,Bram Moolenaar,89,19,108,7,
2020-07-15 13:30:05,5966ea105ea86e52a734e04267956e11efffc92d,Bram Moolenaar,41,9,50,3,
2020-07-15 12:15:52,3d48e25dcb661eb09ccdaa73d4e2559201ff2eb1,Bram Moolenaar,57,25,82,4,
2020-07-15 09:19:11,1e1f612bd42085becb2208b9a95ed3ed0d272ee8,Bram Moolenaar,20,9,29,2,
2020-07-14 23:37:36,b6e4e4c6f7b4f7eadcc4c2397bfa57e0734e005f,Bram Moolenaar,5,3,8,2,
2020-07-14 21:02:44,e3f915d12c8fe0466918a29ab4eaef153f71a2cd,Bram Moolenaar,47,453,500,13,
2020-07-14 20:24:40,ceb56ddbafbca01e52ff4291d9480bf83d739793,Bram Moolenaar,22,25,47,2,
2020-07-14 20:11:04,297bec07311e512ef625a48b0af8bdca8118f131,Bram Moolenaar,439,4,443,2,
2020-07-14 19:54:28,5551b131daef3a621a28dcbbe118920f5b9fabe6,Bram Moolenaar,12,1,13,2,
2020-07-14 19:22:30,8455c5ed31c9cb2919f5e62693bab6b09bf60df2,Bram Moolenaar,23,0,23,3,
2020-07-14 19:08:49,1f22cc5cdb2da867d6bbf54dd371f279c38a2f56,Bram Moolenaar,26,27,53,3,
2020-07-14 14:15:34,21c16f868d725fffc8fa36620cba33dd5f2ed576,Bram Moolenaar,5,0,5,2,
2020-07-14 13:47:23,49fe0d6b289ee640cf5c49b1704bbbd641a0237d,Bram Moolenaar,3,0,3,2,
2020-07-14 13:01:05,7ce85be63b37ab4ec791dde93a380e8a4d8a04dd,Bram Moolenaar,10,10,20,3,
2020-07-13 21:22:54,1bce831e13c42daa3563c7f90432d9bd9b959b81,Bram Moolenaar,6,2,8,2,
2020-07-13 20:29:02,8c34ea54ad1ba3ea9a604ba0495669bdd1393d9a,Bram Moolenaar,134,30,164,3,
2020-07-13 19:59:33,5d2eb0fff0fbe905da2c57fd73f7f127a73d1c99,Bram Moolenaar,31,2,33,3,
2020-07-13 19:28:03,3ac9c4701a5f1e39303ca2885956db92215966db,Bram Moolenaar,24,13,37,2,
2020-07-13 18:41:08,08f7a41b0a280e5901eb4ee4bbfe682113863492,Bram Moolenaar,41,3,44,3,
2020-07-13 16:55:48,f1a2368d81fc3f70dfcf7d577957185da6ccf0b6,Bram Moolenaar,18,1,19,3,
2020-07-13 16:18:00,bfd65589d9b6bd5fd2c8ee768d1427469bd61ead,Bram Moolenaar,23,1,24,3,
2020-07-12 21:09:20,7177da9dd4d9a521c6141c6fbf7e9a4d6296ab05,Bram Moolenaar,54,5,59,3,
2020-07-12 19:38:29,a4b442614c5ca4ebf32acf5cf0b7b718496f1c94,Bram Moolenaar,46,44,90,3,
2020-07-12 18:49:29,c212dd0a346d57f62013094ea6861eb28e33023c,Bram Moolenaar,4,2,6,2,
2020-07-12 18:44:37,83e7450053399942e1c9efa802c568b51d948541,Bram Moolenaar,4,0,4,2,
2020-07-12 18:00:24,4d57ba02029071e5947a54766e9f5d42e3bb3008,Bram Moolenaar,6,2,8,2,
2020-07-12 17:52:36,a4dc6f92bb29b00783f8945bbe1101e837b6ad3c,Bram Moolenaar,5,2,7,4,
2020-07-12 17:24:10,35910f2d54bd670a0d83b3474b4c23faa94252d3,Bram Moolenaar,76,13,89,5,
2020-07-12 16:33:53,b898a029b01866b1dbe07521e153d54917b9527d,Bram Moolenaar,14,4,18,2,
2020-07-12 15:31:09,985116ae0b7b3ef17e0c0ea2669068dd6b3b39c7,Bram Moolenaar,17,0,17,4,
2020-07-12 15:07:05,eb6880b6eb7c4631f6103575c0d1336b149348c1,Bram Moolenaar,26,28,54,9,
2020-07-12 14:32:19,8af81d656a4c501611f6211b6379ea9dd650c545,Bram Moolenaar,141,109,250,3,
2020-07-12 12:34:00,6d3a7213f58da834b0fc869d05f87e86010c66cf,Bram Moolenaar,8,5,13,3,
2020-07-12 12:09:23,c85156bb897085d7f5a8e4e180287f87bf19b948,Bram Moolenaar,37,29,66,2,
2020-07-12 11:47:42,13c046316b2e651871701ed81e2ba4763b19b67d,Bram Moolenaar,51,51,102,2,
2020-07-11 20:49:59,ecdd14a427108aa6f133c00655788f6ae80ad463,Bram Moolenaar,11,8,19,3,
2020-07-11 20:25:57,2b6ef856fb89f703714f3f1f567d9bd7c81079f3,Bram Moolenaar,10,12,22,4,
2020-07-11 20:14:59,9b7bf9e98f06ece595fed7a3ff53ecce89797a53,Bram Moolenaar,227,154,381,53,
2020-07-11 13:20:48,914e7eaa67f8d816e15fb4a1180e6bece88d9742,Bram Moolenaar,16,3,19,4,
2020-07-11 12:26:08,21e5bdd271fa4d0ff4511cf74b160315e1d17cff,Bram Moolenaar,23,0,23,2,
2020-07-11 12:08:04,1e624c912dff19e889c9398b56fe537952c02fef,Bram Moolenaar,4,1,5,2,
2020-07-11 12:04:28,f65927fc8d0102ef2d0fea776381caedf4c51e32,Bram Moolenaar,4,0,4,2,
2020-07-11 11:40:45,b074e8b8d4d3cefefc675dfaf3982d388ee07772,Bram Moolenaar,14,1,15,4,
2020-07-11 11:09:36,18aa13d13b69c090dbe186cd4939896488c433e3,Bram Moolenaar,1000,976,1976,6,
2020-07-10 20:45:38,543e6f3467f208930a5d7fadb82133334bf31356,Bram Moolenaar,41,3,44,5,
2020-07-10 20:00:53,7ff78465f7057a672a6de0d75d56286da253501b,Bram Moolenaar,690,420,1110,21,
2020-07-10 19:50:41,a7eedf317a806fceec1ddd8f9bebed6e00be0ed2,Bram Moolenaar,32,4,36,3,
2020-07-10 19:17:51,11a5b19a8ce543c258832ac53d771047f4e1061d,Bram Moolenaar,16,0,16,2,
2020-07-10 18:45:31,40043152924827fa8c4064951065ff507c610164,Bram Moolenaar,6,0,6,2,
2020-07-10 18:40:23,08fc48492acc07259d91293df12bf66447819443,Bram Moolenaar,4,2,6,3,
2020-07-10 18:30:12,58bb61cf5ee008254eb331bc3574eac87d2dcc4a,Bram Moolenaar,4,0,4,2,
2020-07-10 18:24:07,ef85a9b2d9e992ab594e089af3883e381cfad426,Bram Moolenaar,21,1,22,3,
2020-07-10 18:03:03,97d2f34c8763ab3a46c9f43284cc17bad3cf9568,Bram Moolenaar,4,1,5,2,
2020-07-09 20:53:30,92053ce59ecf93838f4d6e3019eef1bc47be4184,Bram Moolenaar,3,1,4,2,
2020-07-09 19:20:47,389df259c49d1ca4f7aa129b702f6083985b1e73,Bram Moolenaar,94,10,104,7,
2020-07-09 17:16:35,ae97b94176062d30ea8c68bb83cde034c5150c78,Bram Moolenaar,7,4,11,3,
2020-07-09 16:49:23,e4358906fdbd0b2df1889dad49c79a9c8cee5ac4,Bram Moolenaar,57,2,59,2,
2020-07-08 21:09:28,96916ac67ad9ed5d79ce87b099f9d01aa4c13745,Bram Moolenaar,15,0,15,4,
2020-07-08 20:36:17,6e13530ca03dd9cad245221177dd65f712211448,Bram Moolenaar,3,1,4,2,
2020-07-08 20:24:09,efaaaa683b7b0cebc128be5c0c257b9d6578ac96,Bram Moolenaar,4,2,6,2,
2020-07-08 20:01:49,8e2730a315b8b06192f5fc822dc218dbb3cff7ae,Bram Moolenaar,67,33,100,6,
2020-07-08 17:35:21,6110e79a5872dd6c5529f909d1bd670e3325927b,Bram Moolenaar,13,5,18,5,
2020-07-08 16:38:08,6b7a0a8c201bbace7e69fe0709f72b95092193df,Bram Moolenaar,11,1,12,4,
2020-07-08 16:34:57,b335b29e1c3428fd475026412297d5aa63b623e6,Bram Moolenaar,3,1,4,2,
2020-07-08 16:30:06,0a47e0970a0e5d99aa7089169e0bcca0401decce,Bram Moolenaar,22,1,23,3,
2020-07-08 15:47:57,002262f4dee452964190b0d022aa7443f602b288,Bram Moolenaar,7,1,8,3,
2020-07-08 15:36:21,7a4b8980ea5ecaea061caae7816ea62cc4940011,Bram Moolenaar,115,63,178,6,
2020-07-08 13:16:19,c620c055ce8505596a7208ba696a32b8a3be4f4b,Bram Moolenaar,84,20,104,7,
2020-07-07 21:31:36,bed36b939a4c66f41d1f24e32cfa521b10f22b82,Bram Moolenaar,3,1,4,2,
2020-07-07 20:50:12,fe465a01cfbbbae5d870d6108e0ad0947f03b0c4,Bram Moolenaar,37,1,38,3,
2020-07-07 18:50:39,0ab55d62012c1fb38c4b540a4233421820a59389,Bram Moolenaar,52,0,52,3,
2020-07-07 18:12:54,bb790dcc46b74e6f9a1c4126be8a575f9fe73444,Bram Moolenaar,24,17,41,4,
2020-07-06 21:04:49,007f9d6ed597bd212acb95be9d0767c97d2a1438,Bram Moolenaar,31,14,45,3,
2020-07-06 19:53:17,cbb6bdcd8967edc8ad123746d27ec30ccc7c1718,Bram Moolenaar,5,3,8,4,
2020-07-06 19:24:57,27321dbeedf8bb833c48b01bf18536125794f65e,Bram Moolenaar,93,35,128,3,
2020-07-06 19:03:06,ab5894638413748fcedfe28691e6c27893924520,Bram Moolenaar,634,134,768,6,
2020-07-05 19:38:11,0ad3e894d75236915e67dfbbcc821b6bb3c05d91,Bram Moolenaar,50,5,55,4,
2020-07-05 19:10:24,67627355accff4af4f2a7e727c77ea8df675636e,Bram Moolenaar,12,1,13,3,
2020-07-05 18:55:29,ad7c24932725b9ab37b65fe359a41f8ba3e3dfcf,Bram Moolenaar,23,1,24,3,
2020-07-05 18:47:18,252e88a78535d239ec4b764d8e3f04aad5a94a76,Bram Moolenaar,12,1,13,3,
2020-07-05 18:16:41,0d94ad69586972e7522ec6ca1441a517af2ade7a,Bram Moolenaar,12,1,13,3,
2020-07-05 18:08:39,b3c019cbc32e2e9250ac668bf77d61ebd89c13f2,Bram Moolenaar,12,1,13,3,
2020-07-05 16:48:23,8f510afcd616fc62291fb41f9dd03ce298f1c601,Bram Moolenaar,6,4,10,2,
2020-07-05 16:41:08,a66ba01a5fbbd72375ef6982b901d6552da2414f,Bram Moolenaar,20,2,22,3,
2020-07-05 16:18:42,47e7d70b58e8bfc1daaf6d35569ef2dbd0339ddc,Bram Moolenaar,61,27,88,6,
2020-07-05 15:04:13,846178a72ca0860073d47fc0dc95f98d15f1d921,Bram Moolenaar,23,1,24,3,
2020-07-05 14:51:26,50788ef34947aeb1729604cd3876845afbd15e3c,Bram Moolenaar,13,3,16,3,
2020-07-05 14:42:13,435d89789ef4dd329938edbe17c646db9f0ea772,Bram Moolenaar,14,2,16,3,
2020-07-05 14:07:21,fce82b3aa7dd87f9e15a4c12eda2c65de285d99a,Bram Moolenaar,9,1,10,3,
2020-07-05 14:01:56,9978d473e32cee928d6f901a5eb9a297a2970132,Bram Moolenaar,12,2,14,3,
2020-07-05 13:52:19,05a5551a86e013e35d1dfa10fd0d811c587f9c88,Bram Moolenaar,16,4,20,3,
2020-07-05 13:32:17,788123c00c4b7acc4e6ba3e9f1cc8b175ae9aae8,Bram Moolenaar,11,1,12,3,
2020-07-05 12:57:51,e9f262bdff2defa248e5d40b6520251799581ea4,Bram Moolenaar,66,2,68,3,
2020-07-05 12:10:13,3f40ce78f5c178d15871bd784ed878c78f0b8a44,Bram Moolenaar,13,11,24,9,
2020-07-04 17:19:43,fb9d5c51c8b5b44863f974e1adbee9ae330e75ff,Bram Moolenaar,10,1,11,3,
2020-07-04 15:39:10,eeb27bfe28ad6f889c52628268acbe30a7584e30,Bram Moolenaar,9,1,10,3,
2020-07-04 12:15:00,962d7213194647e90f9bdc608f693d39dd07cbd5,Bram Moolenaar,15,26,41,6,
2020-07-04 11:15:31,1c991144c502ade477e1a32fdfd0f78b6299fdc7,Bram Moolenaar,179,91,270,5,
2020-07-03 19:17:34,effb0cd75de647a2a0bf95cb26eaa2feee8068d9,Bram Moolenaar,3358,3231,6589,8,
2020-07-03 19:09:52,442af2f89e29fb60790bffde2def9cd74a081780,Bram Moolenaar,59,3,62,3,
2020-07-03 16:15:06,743d0620203388bf87dc611cea544b485e4b9f85,Bram Moolenaar,15,9,24,3,
2020-07-03 16:00:05,92fdd1e75db3048516a93a18cc53ed984813c9e5,Bram Moolenaar,3368,3167,6535,7,
2020-07-02 20:50:37,5289783e0b07cfc3f92ee933261ca4c4acdca007,Bram Moolenaar,6,4,10,3,
2020-07-02 19:23:42,810af5ea460eab820cc5899892067d8c242be688,Bram Moolenaar,2,2,4,2,
2020-07-02 19:17:57,a9a8e5f0dc22aaa9e53578b5b2d7569279e6cb94,Bram Moolenaar,4,0,4,2,
2020-07-02 19:11:34,d2ef6b320bf2e2f3fcc0bb858b16898e6f74b4d9,Bram Moolenaar,19,12,31,3,
2020-07-02 18:59:05,c19fd917be656b127c5619080f866a23ce1fe755,Bram Moolenaar,4,2,6,2,
2020-07-01 19:53:50,1112c0febb509d0cb219f3a2479fd36833507167,Bram Moolenaar,1581,1563,3144,6,
2020-07-01 18:19:37,a0d072ef8203b225bd46bcd826cb3d2e3c3b941a,Bram Moolenaar,13,0,13,2,
2020-07-01 18:07:14,5f195938d4d489aa288bdb54ee6112a34aed1df9,Bram Moolenaar,50,21,71,5,
2020-07-01 16:29:55,9a78e6df17033223ebdf499f2b02b2538601c52d,Bram Moolenaar,55,50,105,12,
2020-07-01 15:28:33,e6b5324e3a3d354363f3c48e784c42ce3e77453f,Bram Moolenaar,80,32,112,10,
2020-07-01 14:00:44,086eb18ba16164ca5258068cff9c4b2db742f2ef,Bram Moolenaar,3,1,4,2,
2020-07-01 13:49:29,d58d4f90aeb381045000ea46493b5bd9b9d1fa23,Bram Moolenaar,89,22,111,6,
2020-07-01 13:12:44,ef8c617b9c4dc262ed34598d7e382237696c3d61,Bram Moolenaar,7,8,15,4,
2020-07-01 12:38:12,8e6cbb72324b6fb25d1a9abd6cc4d102d0e5f14e,Bram Moolenaar,21,1,22,3,
2020-07-01 11:52:55,e49b8e8d7589e85e75aedefab7ce97da47adbf74,Bram Moolenaar,171,18,189,3,
2020-07-01 11:15:24,11b6600c88165c70d9ccbbdd4d9c96e8266e365f,Bram Moolenaar,4,1,5,2,
2020-07-01 11:07:37,e707c882b23a53d2c1f0d1f7fc3a7be247aca614,Bram Moolenaar,3,1,4,2,
2020-07-01 11:04:05,90049492215aa458b90215b8e0fc50f04d5ad270,Bram Moolenaar,10,6,16,2,
2020-06-30 20:11:44,be7a50c22f63478a6e64fe6b932a847830191b95,Bram Moolenaar,13,0,13,3,
2020-06-30 20:02:02,47e880d6c13c3ec2888398fd9ba1f5a7180d791a,Bram Moolenaar,50,4,54,3,
2020-06-30 19:18:36,37c837119579ff70b005a4e54c2e26ca42b74022,Bram Moolenaar,36,23,59,3,
2020-06-30 18:55:15,006ad48b8a15c3bace741d8caaf3195e592fbe78,Bram Moolenaar,26,2,28,3,
2020-06-30 18:38:27,e46a4405056276b4cbdacee76b11f85c8ea1830b,Bram Moolenaar,650,839,1489,7,
2020-06-30 16:45:43,de8f0f47f653ff10bd8cc12b3e0817ed5bdf64ea,Bram Moolenaar,50,0,50,3,
2020-06-30 11:38:01,f151ad1c70825a91afb112e611db5c712e2656ef,Bram Moolenaar,44,2,46,3,
2020-06-29 21:18:42,6b949615edac2dd33d5e865be8328561f296b045,Bram Moolenaar,6,3,9,2,
2020-06-29 21:14:02,a53618dd1dd91c7bb67b5dfc83dc29371b47f55b,Bram Moolenaar,3,2,5,2,
2020-06-29 21:07:44,de19b745eee06a8a204988ae9989d97143caece9,Bram Moolenaar,2,1,3,2,
2020-06-29 21:02:21,cf070112ca2a6ac9ec5466be1cdc667f6abe8fd0,Bram Moolenaar,5,2,7,2,
2020-06-29 20:40:42,d034220c54c63daaa2841e97b653842a47f5e90e,Bram Moolenaar,4,0,4,2,
2020-06-29 20:31:36,9b5384b97e832958573ffdcd3c1e230635b434e4,Bram Moolenaar,5,1,6,2,
2020-06-29 20:24:56,927b7dd0fe9a0a82b39d600779edb4390ecdeda6,Bram Moolenaar,4,3,7,2,
2020-06-29 19:32:06,6378b21d6dd38cc0f80aa6d31d747db6c287483b,Bram Moolenaar,9,3,12,2,
2020-06-29 19:14:51,566cc8c72bb8036f015a435800f28ef9f6a9a3b6,Bram Moolenaar,8,1,9,2,
2020-06-29 18:40:37,cf30643ae607ae1a97b50e19c622dc8303723fa2,Bram Moolenaar,12,6,18,2,
2020-06-29 18:23:32,6d90c61c5a6437ff5058b6c5874ba71bff574e60,Bram Moolenaar,7,5,12,2,
2020-06-29 18:20:33,7d2ac92ebc36049f9ce2f4ce08b8a80ca212ace2,Bram Moolenaar,4,15,19,2,
2020-06-29 18:09:36,fda20c4cc59008264676a6deb6a3095ed0c248e0,Bram Moolenaar,23,13,36,3,
2020-06-29 17:55:58,91639195eff7b29213a0a3c279ac46e46ac76edd,Bram Moolenaar,6,4,10,2,
2020-06-28 20:41:26,a1f9f8666ed3a462eb8a518e78418c57dc41bbd4,Bram Moolenaar,64,11,75,4,
2020-06-28 16:43:40,b7a78f7a6713f07d2fcad0b27dea22925c7b1cdf,Bram Moolenaar,101,23,124,8,
2020-06-28 13:51:16,d5053d015a957b343ad9c9e45e0abd2978f10cf0,Bram Moolenaar,113,45,158,8,
2020-06-28 11:17:26,06cf97e714fd8bf9b35ff5f8a6f2302c79acdd03,Bram Moolenaar,1396,1359,2755,13,
2020-06-28 11:10:22,75e15670b8749845cde2962ddb738dd5c6e73191,Bram Moolenaar,100,2,102,5,
2020-06-27 21:07:36,faf8626b79e380fe81e7ae2439a535ed7619d27b,Bram Moolenaar,73,12,85,5,
2020-06-27 19:56:17,7e8967fdcdf45caf08753bb791dc3779e78b34c8,Bram Moolenaar,26,0,26,3,
2020-06-27 19:18:00,9215f01218b2ed2cfe49c1f43fcf342bd9ffdded,Bram Moolenaar,67,49,116,7,
2020-06-27 18:46:29,7a4981b93642b5b62018cd8150b3fb0dfa2417d4,Bram Moolenaar,28,0,28,3,
2020-06-27 16:13:10,a0a0c4147fd966e0cd923a2bbfb84b14b15a297e,Bram Moolenaar,22,4,26,3,
2020-06-27 16:06:45,e40fbc2ca9fda07332a4da5af1fcaba91bed865b,Bram Moolenaar,160,56,216,12,
2020-06-27 15:04:05,ab19d495fd880b25a38d58cbeb5b21e4d0ee5835,Bram Moolenaar,3,0,3,2,
2020-06-27 14:36:05,e6e031739c9d0c4140e371031b58a249db0eb572,Bram Moolenaar,11,1,12,2,
2020-06-27 12:11:53,8ea9390b78da9e34a20e7418712921397c0c1989,Bram Moolenaar,82,15,97,6,
2020-06-27 11:11:50,0b1cd52ff6bf690388f892be686a91721a082e55,Bram Moolenaar,38,18,56,7,
2020-06-27 10:32:57,bd84617d1a6766efd59c94aabebb044bef805b99,Bram Moolenaar,32,16,48,4,
2020-06-26 20:46:27,7147820cb978f5b179cfec2f9d8b7774e28d43e0,Bram Moolenaar,70,31,101,8,
2020-06-26 20:00:38,e6536aa766e95b6c64489678eb029e6909ee6a35,Bram Moolenaar,44,1,45,3,
2020-06-26 19:38:51,be7ee488761a5582a5605197c3951a17f20d072e,Bram Moolenaar,60,2,62,3,
2020-06-26 19:28:25,793648fb563359396a23740c72a6e04cb64df3a9,Bram Moolenaar,35,2,37,3,
2020-06-26 18:41:39,5d3c9f8c2a0fc29ba4ac8e0f052378b64d9e3dd3,Bram Moolenaar,352,5,357,10,
2020-06-26 18:23:45,5f36d5fbb836e6fdeb9e3b2c26edb88e45150db4,Bram Moolenaar,4,2,6,3,
2020-06-26 17:44:06,cf8441704d6e517bda1899f4afa82c6b4eecbaec,Bram Moolenaar,32,2,34,5,
2020-06-25 20:23:48,fc838d6cb0f22c77a6ee2befd034b593e1c5ea06,Bram Moolenaar,41,0,41,4,
2020-06-25 18:56:42,1e4c7d0ed272201fa3a7cf34a462abb139170759,Bram Moolenaar,12,0,12,2,
2020-06-25 18:07:04,211dd3fd82216ca879fe7f917ea345b3ae366ce1,Bram Moolenaar,87,27,114,4,
2020-06-25 17:53:24,73b4465ba7f170c5a1701ad908144970e758b1f5,Bram Moolenaar,31,2,33,3,
