date,hexsha,author,insertions,deletions,lines,files,files_json
2020-06-25 17:27:56,801ab069341c8652680d63c174530fd4feb2911e,Bram Moolenaar,213,1,214,7,
2020-06-25 17:01:36,832adf9bb8cd39d8e982d8a35ed8a6d39b974494,Bram Moolenaar,81,6,87,4,
2020-06-24 21:02:40,7acde51832f383f9a6d2e740cd0420b433ea841a,Bram Moolenaar,4,2,6,2,
2020-06-24 20:07:46,ca275a05d8b79f6a9101604fdede2373d0dea44e,Bram Moolenaar,17,2,19,3,
2020-06-24 19:00:25,65a8ed37f7bc61fbe5c612a7b0eb0dfc16ad3e11,Bram Moolenaar,5,0,5,2,
2020-06-24 18:34:03,b171fb179053fa631fec74911b5fb9374cb6a8a1,Bram Moolenaar,90,55,145,23,
2020-06-24 17:05:29,9d40c63c7dc8c3eb3886c58dcd334bc7f37eceba,Bram Moolenaar,6,0,6,2,
2020-06-24 16:37:35,5409f5d8c95007216ae1190565a7a8ee9ebd7100,Bram Moolenaar,300,111,411,15,
2020-06-24 11:37:35,b7e2483655d9b68df0c7349918027d800051a28a,Bram Moolenaar,487,272,759,7,
2020-06-23 20:26:05,67fbdfefd26a237831c3838f799d3e6198c8a34a,Bram Moolenaar,121,28,149,3,
2020-06-23 19:01:38,ef6d86c173becdf82b7a9a1329342c9368340def,Bram Moolenaar,5,2,7,3,
2020-06-23 18:00:50,4014e2ceb03b8aeb947a0c671a099b677c8f2d5d,Bram Moolenaar,13,1,14,2,
2020-06-22 21:02:51,df069eec3b90401e880e9b0e258146d8f36c474d,Bram Moolenaar,59,25,84,7,
2020-06-22 20:10:06,7eaafe65eef88493c789b160914c8e2e8e42d4a7,Bram Moolenaar,3,1,4,2,
2020-06-22 19:34:30,bdd2c290d3cda69e0046c42f0c651f60bc510a16,Bram Moolenaar,251,48,299,7,
2020-06-22 18:30:27,25fd2672875351ff56a925284a03a900081f70c0,Bram Moolenaar,22,2,24,3,
2020-06-22 18:22:19,b2b218d89b3a6f450e65afd5e59ac234a5fa1eb7,Bram Moolenaar,3,2,5,2,
2020-06-22 17:39:03,acd4c5e914f8a06745624ba585f3d06d5faf4ddd,Bram Moolenaar,17,1,18,3,
2020-06-22 17:24:23,373c65104e0991724cb57910dfb3e5c276e2d7e7,Bram Moolenaar,5,1,6,2,
2020-06-22 17:10:56,7633fe595e6a27d6bb376548ff89f0dcce481600,Bram Moolenaar,71,36,107,3,
2020-06-21 20:17:18,38041da1c263f5840f21e15484d7ccb30999ed62,Bram Moolenaar,4,2,6,2,
2020-06-21 20:12:03,73fef33014dbf21fc59e7e47fb091117868d82fb,Bram Moolenaar,105,59,164,15,
2020-06-21 18:39:37,8d9437968b6693ecb14e7375bcb242e657e75266,Bram Moolenaar,13,1,14,2,
2020-06-21 18:38:28,7fe875583bb474d03d281ca59af3320e7e176953,Bram Moolenaar,11,7,18,3,
2020-06-21 18:06:54,f5433fbfe4324fd443664fb924116b5ed675bef5,Bram Moolenaar,21,0,21,2,
2020-06-21 15:57:32,da58134eedf43ae4b9013c93ecbdf55e4da4b8a3,Bram Moolenaar,18,10,28,3,
2020-06-21 14:58:13,23c55273739b2fb09912140e2e03a4b8ff15dd04,Bram Moolenaar,89,56,145,3,
2020-06-21 13:52:59,e55b1c098d9dc04c960e6575bb554b5130af8989,Bram Moolenaar,75,23,98,7,
2020-06-21 13:09:14,820ffa567c5a4bc0d3517c79c91d63d8062c358e,Bram Moolenaar,12,6,18,3,
2020-06-21 12:12:17,a3b7fdc1bb227897f41b8f2958a48d0a26292ff7,Bram Moolenaar,30,4,34,3,
2020-06-21 11:23:45,8c524f76ebd43f006e765534765b595de7095f12,Bram Moolenaar,81,1,82,3,
2020-06-20 20:50:47,6797966dfc0219313886be55767e53d5a388b5c5,Bram Moolenaar,33,13,46,10,
2020-06-20 16:19:09,0cb5bcf5836de83f7d64fb01d3ce708caacaf66c,Bram Moolenaar,57,37,94,8,
2020-06-20 14:05:32,845e0ee59430eac07e74b6cb92020e420d17953d,Bram Moolenaar,330,11,341,15,
2020-06-20 14:00:25,a190548e9165bbae75144a3e47f01d7708b29073,Bram Moolenaar,23,0,23,2,
2020-06-20 13:03:38,b326edf5b30813b2ccdee3ac07ee6495ca5187ff,Bram Moolenaar,7,1,8,2,
2020-06-20 12:43:23,ef6746f637adbdb6860b4fa0266c43c49fa498bc,Bram Moolenaar,32,14,46,5,
2020-06-20 11:29:03,280b0dc815a31b99dafc384baa415072e5f2bec1,Bram Moolenaar,10,8,18,2,
2020-06-19 20:37:47,1089374130862e5c19745d3ff4314f0c5690baf1,Bram Moolenaar,7,1,8,2,
2020-06-19 20:35:44,7e380030c15d961421a3fcda6cc358e2d112f4f8,Bram Moolenaar,3,0,3,2,
2020-06-19 19:46:52,20298ce679dbf21c07c8fe2161724a12424f1e69,Bram Moolenaar,19,6,25,4,
2020-06-19 17:30:53,1e0b7b11db61bd906266d3174fee0bbaf20a101f,Bram Moolenaar,25,24,49,2,
2020-06-19 17:10:59,ec9b017b879cb744393aadd3d105ee5da1332437,Bram Moolenaar,11,13,24,2,
2020-06-19 17:01:43,3b74b6b4bb9a022f8c6f6e544360d628e10df1ab,Bram Moolenaar,39,2,41,4,
2020-06-19 16:34:15,c785b9a7f471f12825a1d6d2041c144c74242b7c,Bram Moolenaar,32,21,53,7,
2020-06-19 15:20:41,128d3079635ae62786a13adc435d0063a64a014a,Bram Moolenaar,3,1,4,2,
2020-06-18 20:43:27,c5b1c20b6b1968873ea31edac1db659773b3b93d,Bram Moolenaar,24,5,29,3,
2020-06-18 20:18:18,0779fab2979d6d055ba3c464f1c2b9d90dc9e49f,Bram Moolenaar,38,0,38,2,
2020-06-18 19:14:30,c8cb883015619cfe6db931ac2d6e15b0be5c56ed,Bram Moolenaar,26,0,26,3,
2020-06-18 18:50:10,efd885559405e1561d577e1b0e6fa827705d285e,Bram Moolenaar,128,31,159,4,
2020-06-18 17:31:08,9b68c82b7ca768100f3eb4223d100c62c5429e53,Bram Moolenaar,38,28,66,2,
2020-06-18 17:15:27,511feec6f0a9e954f1d7353425fa51232b1a8e88,Bram Moolenaar,90,3,93,6,
2020-06-18 16:45:49,865af6b990f058fab10c9ff10c77eb0e3bd48ad5,Bram Moolenaar,16,1,17,3,
2020-06-18 16:33:59,ceb2e7751089bd417c6250d63e28616483b5796b,Bram Moolenaar,8,4,12,2,
2020-06-18 16:26:24,72abcf42d4b28719863c3bdf72b4c05d147a7d83,Bram Moolenaar,71,38,109,3,
2020-06-18 15:28:39,158ea175a99fc23eae1b0a5ee9a81cdd973854a6,Bram Moolenaar,15,1,16,3,
2020-06-18 13:33:25,2f03e5a0a9cfaabb01c57dd3348a05e86c26623c,Bram Moolenaar,28,0,28,3,
2020-06-17 20:58:35,3d9207ad2fc98b4f92f77b5a3d52a3a4d25b9561,Bram Moolenaar,71,0,71,2,
2020-06-17 19:47:23,856c1110c1cf0d6e44e387b70732ca4b4c8ef0f2,Bram Moolenaar,169,1,170,4,
2020-06-17 19:41:35,40a019f157c549dcdc17c33f082975485567bb06,Bram Moolenaar,5,3,8,4,
2020-06-17 18:30:44,e17f8817a1713a1ef20257c777a483b7ab57a841,Bram Moolenaar,21,0,21,2,
2020-06-17 18:03:36,9bb3eb3e02a942fb71a4c1ce913f938d0ddf82d5,Bram Moolenaar,14,6,20,2,
2020-06-17 10:04:54,f7d267ef20a38eb316915b91cb5a89021555f9d8,Bram Moolenaar,9,8,17,2,
2020-06-16 21:18:51,101f4810e27e432970bc8809e18f018e1795937f,Bram Moolenaar,44,12,56,4,
2020-06-16 20:42:04,0fe937fd8616fcd24b1b1ef2ab9f1657615dd22c,Bram Moolenaar,36,3,39,5,
2020-06-16 20:27:39,a1bc6f12936a9f621238b940d5c6e97837809447,Bram Moolenaar,4,2,6,3,
2020-06-16 18:58:07,a6e8bf2d8929ef52eeda495e0e0c3d2bff8f5830,Bram Moolenaar,19,0,19,3,
2020-06-16 18:03:43,84cf6bd81bec93b49166cd48fccc7087fdbaa6fc,Bram Moolenaar,272,32,304,17,
2020-06-16 09:34:42,9af78769eeae0318e07aa8b6af4d6e2244481ca7,Bram Moolenaar,161,17,178,8,
2020-06-15 21:18:12,c70222d12a2f8552273c0de48a3bf7138d649175,Bram Moolenaar,6,2,8,2,
2020-06-15 19:41:56,fdcbe3c3fedf48a43b22938c9331addb2f1182f1,Bram Moolenaar,17,1,18,3,
2020-06-15 19:19:08,ab176ce982ac67f7cfcfa1fa885f9117ef8bbafe,Bram Moolenaar,35,5,40,3,
2020-06-15 18:24:58,ad72350360d1a68d251da62a6e8610950926278c,Bram Moolenaar,5,2,7,3,
2020-06-15 17:51:56,b340baed9f7fc1c19a0742e2214d54982190c15e,Bram Moolenaar,196,3,199,9,
2020-06-14 21:05:10,47a519a933e8bcaf703a5feaac5c01491a658ee3,Bram Moolenaar,741,558,1299,8,
2020-06-14 18:04:32,a65d8b5bb9e9267c6e4500c67d26c839a64f30eb,Bram Moolenaar,4,1,5,3,
2020-06-14 15:29:55,65e0d77a66b7e50beb562ad554ace46c32ef8f0f,Bram Moolenaar,626,229,855,25,
2020-06-14 14:43:47,8e20f75e58f4879308b0011b468ef928a3f93085,Bram Moolenaar,4,1,5,2,
2020-06-14 13:35:58,0c8059e0b673a11f878acf4067a4b92679f1e0e5,Bram Moolenaar,3,1,4,2,
2020-06-14 12:34:16,8dff4cbf6d917e20322821e8e866ffc1c1175258,Bram Moolenaar,10,2,12,3,
2020-06-14 11:50:55,df7df59d85e7e56a796912dc865488a75d3f0e53,Bram Moolenaar,301,81,382,5,
2020-06-14 10:50:24,984dddbef421eda6b8ad60936f380c5f00aebb96,Bram Moolenaar,27,3,30,3,
2020-06-13 17:56:38,f3decc5830ef8d8d94902b76114935283dd4142e,Bram Moolenaar,5,0,5,2,
2020-06-13 17:00:10,34db91f7a47b7bd4aabf1e1dfbaa8a08278bf78d,Bram Moolenaar,51,8,59,7,
2020-06-13 16:09:19,c82a5b5da5eab15bc35115545b639fb590272ad7,Bram Moolenaar,92,5,97,7,
2020-06-13 14:39:31,142499de3352e1edb2ab6cc2bf3b82441c8e5f4f,Bram Moolenaar,9,1,10,2,
2020-06-13 13:47:25,0c0eddd3ddd266bcc2036362fae7b2b8b9d2c7bf,Bram Moolenaar,172,5,177,11,
2020-06-13 13:13:38,4a021dfbeee88ac09d07e257912485314ecdcabe,Bram Moolenaar,99,2,101,3,
2020-06-13 11:20:48,c9630d2658af9dcaa01913e899b201bfdef7b536,Bram Moolenaar,631,110,741,5,
2020-06-12 20:59:11,71ccd03ee8a43b20000214a9c99dcc90f039edca,Bram Moolenaar,66,64,130,31,
2020-06-12 20:31:00,722e505d1a55dfde5ab62241d10da91d2e10c3c1,Bram Moolenaar,15,5,20,7,
2020-06-12 20:15:31,5055c56cfbedc6326c607d40c7a1241682f7675e,Bram Moolenaar,2,10,12,3,
2020-06-12 20:09:01,37d1673ce007c46ec2338f3236ae1b7b0324bd25,Bram Moolenaar,15,5,20,4,
2020-06-12 18:19:44,6c6be9e88d72a60ee279ccad73d018c534b71d66,Bram Moolenaar,49,4,53,5,
2020-06-12 18:11:55,f6e020b1225970d95e6848b79066f82d9e65b66c,Bram Moolenaar,10,0,10,2,
2020-06-12 17:35:32,ec68028604b6ee799b2ef5fc861ec5163e82914f,Bram Moolenaar,98,47,145,4,
2020-06-11 21:10:46,9721fb4ea3db2559aaf7f71458da8ddda30ff93e,Bram Moolenaar,91,25,116,5,
2020-06-11 17:35:52,00e260bb6cc33ff5dbba15ac87ca7fd465aa49c0,Bram Moolenaar,112,68,180,4,
2020-06-11 17:22:43,1de5f7c81d5e78fb4d612134bd2dfa6ee9183fae,Bram Moolenaar,67,0,67,3,
2020-06-11 10:30:13,2d4070d3b02e775a6f3d5ef52265add270e09a4f,Bram Moolenaar,3,1,4,2,
2020-06-10 20:17:58,e0ebeda4d8219a8955001b43ef7a9268452ef7f5,Bram Moolenaar,27,1,28,2,
2020-06-10 20:12:04,215f49c4d720367be29f56168f363a0ee9eaf86b,Bram Moolenaar,3,0,3,2,
2020-06-10 20:07:52,f1f0ff9557353c9a452aac8540411a88cf2da47c,Bram Moolenaar,4,2,6,3,
2020-06-10 19:47:00,362b44bd4aa87a2aef0f8fd5a28d68dd09a7d909,Bram Moolenaar,45,0,45,10,
2020-06-10 18:56:58,be5ee8686a50acf07b823bd293f9c765e533d213,Bram Moolenaar,67,6,73,8,
2020-06-10 18:21:09,6ba24d87630b1ec2b8c7ff71550c9e41d143800e,Bram Moolenaar,2,1,3,2,
2020-06-10 15:13:48,13b8205b442f52f34deac98e3312a27dec14d8e2,Bram Moolenaar,3,1,4,2,
2020-06-10 14:54:13,ea1233fccf4f52f2b4eaab3788a087878d1336fc,Bram Moolenaar,7,0,7,3,
2020-06-10 14:39:32,d281b7c227bc4c78813fdc297ccee4b2cad7e605,Bram Moolenaar,5,3,8,2,
2020-06-10 13:55:36,ab54032f297e9418b0d83970cbe3a414d6ef08c4,Bram Moolenaar,24,2,26,3,
2020-06-10 13:45:57,eebd555733491cb55b9f30fe28772c0fd0ebacf7,Bram Moolenaar,17,3,20,3,
2020-06-10 13:32:08,152e79e94bb935e75b866bd55479648cde11066a,Bram Moolenaar,105,14,119,7,
2020-06-10 12:21:20,253ea9fa42278faa064f2590a5c0de46dc903a17,Bram Moolenaar,4,1,5,2,
2020-06-10 12:16:49,32ee627750e8b7b3fa6516b893e72f6e6af54710,Bram Moolenaar,86,36,122,10,
2020-06-10 11:12:28,0e390f40e944036fb558a63b91238cfda128d95f,Bram Moolenaar,9,6,15,3,
2020-06-10 10:15:51,517f00f78893087d2f9d45768a5ba4dc48cb6856,Bram Moolenaar,164,75,239,2,
2020-06-09 19:35:36,0ca8b5ba7ba72d739ee15d0d6534aa20f863f3c3,Bram Moolenaar,9,3,12,2,
2020-06-09 19:26:36,218cb0fb62d29fba552281c2e8ffeb4046d540c4,Bram Moolenaar,660,550,1210,2,
2020-06-09 17:34:54,59de417b904bbd204e313f015839317b577bd124,Bram Moolenaar,30,8,38,5,
2020-06-09 15:30:04,dcf59c37d0e1517439c4c0c4a6a5ca09c90157ad,Bram Moolenaar,6,0,6,2,
2020-06-09 13:57:37,a45551a53557dba98973fdb3ff737dea2fffcda3,Bram Moolenaar,103,27,130,12,
2020-06-08 18:50:43,077a1e670ad69ef4cefc22103ca6635bd269e764,Bram Moolenaar,198,1,199,8,
2020-06-08 17:35:59,ec98e93a82379ca9289d8021aec374aa6798afef,Bram Moolenaar,23,2,25,3,
2020-06-08 17:20:27,7ba5a7eff335dcce25afaa154f32eeadb6014b61,Bram Moolenaar,25,9,34,4,
2020-06-08 16:54:49,f154f3ab2c1eea67afc20140c580ad003752dc72,Bram Moolenaar,7,5,12,4,
2020-06-07 20:23:19,6938e27abd80715cf7beb9d3d579a63201f417a1,Bram Moolenaar,8,320,328,7,
2020-06-07 19:58:54,b5e18f29fac9253b0ccf1fde5e74bff72fa1ba60,Bram Moolenaar,23,4,27,3,
2020-06-07 19:31:18,cc613031b96f1cfa5a184253e745c26f1def9be4,Bram Moolenaar,76,0,76,3,
2020-06-07 19:07:18,acc224064033e5cea21ef7f1eefb356ca06ff11d,Bram Moolenaar,590,226,816,30,
2020-06-07 18:49:05,df44a27b53586fccfc6a3aedc89061fdd9a515ff,Bram Moolenaar,22,20,42,13,
2020-06-07 18:07:43,da84ac2a6f467d0b9eddcc8709433cda75d16a41,Bram Moolenaar,8,4,12,3,
2020-06-07 17:38:10,951a2fb1b87af7e3be81e85a3769a17a13fd5040,Bram Moolenaar,23,21,44,2,
2020-06-07 16:45:14,1f1fd44ef796dd909ff5f3e5288b3fd79294dc71,Bram Moolenaar,65,29,94,4,
2020-06-07 16:16:36,bb861e293e0170455184079fa537278754b07911,Bram Moolenaar,241,9,250,8,
2020-06-07 15:30:33,c82dd86084581afa5113b0dd9ade7a631b89b4fc,Bram Moolenaar,5,3,8,2,
2020-06-07 15:20:02,48af321a3382008dc642362d3f54bb6a61ff36e4,Bram Moolenaar,2,2,4,2,
2020-06-07 15:03:21,4fdb8bd0546ac8d90560a4fad359a48667089d43,Bram Moolenaar,24,0,24,3,
2020-06-07 14:08:08,5b157fe2edfdce5f77080aeac2b4a03f39eb1c1a,Bram Moolenaar,52,2,54,3,
2020-06-07 13:46:11,673fc3e23f09095d17f0095c4323958041b2d0d2,Bram Moolenaar,32,11,43,3,
2020-06-07 12:50:50,a9c010494767e43a51c443cac35ebc80d0831d0b,Bram Moolenaar,28,121,149,7,
2020-06-07 12:10:47,e928366de5deca359fad779a4f740db703296302,Bram Moolenaar,46,4,50,4,
2020-06-06 20:36:24,975a880a1389e8ce6dea8d66a7c109140b2f94ec,Bram Moolenaar,74,11,85,7,
2020-06-06 16:37:51,adc17a5f9d207fd1623fd923457a46efc9214777,Bram Moolenaar,212,11,223,7,
2020-06-06 14:18:46,d8df304c59040ef6689a1e4af1dac27ce566909e,Bram Moolenaar,19,4,23,2,
2020-06-06 13:58:03,439c036ed062de1c87cc7e3fe050a9569fb12089,Bram Moolenaar,24,17,41,5,
2020-06-06 13:23:26,11f1ffd18282c44ca4b74cf7cf336da6d09e396d,Bram Moolenaar,25,17,42,2,
2020-06-06 13:14:08,9b7cce28d568f0622d77c6c9878c2d4770c3b164,Bram Moolenaar,60,3,63,4,
2020-06-06 11:25:31,87fda407f8ecf947ba6ce72ac21f69ff04d909cd,Bram Moolenaar,2,0,2,1,
2020-06-06 11:17:59,fe712ced6e1509d1e16b12d2b5581f89d0f9f4df,Bram Moolenaar,0,4,4,1,
2020-06-05 21:16:29,8f1dde5021d9623a951d1ccbc78cf1b1a55ccd7a,Bram Moolenaar,44,0,44,6,
2020-06-05 20:33:42,002bc79991286934a9593b80635c27d4238cdfc4,Bram Moolenaar,117,13,130,7,
2020-06-05 19:06:10,3fffa97159a427067b60c80ed4645e168cc5c4bd,Bram Moolenaar,67,31,98,3,
2020-06-05 18:03:16,07188fc5ef2366a3b1952e8686a4031b44152d59,Bram Moolenaar,19,1,20,3,
2020-06-05 17:36:57,ea563cc22be043ff91dcbdf2878c3d1fd944e573,Bram Moolenaar,13,1,14,3,
2020-06-04 20:46:04,e0c3c3d6cbb6f356058f28ecbdf3438411222083,Bram Moolenaar,19,0,19,3,
2020-06-04 20:22:11,46cd43bda102c3782bba1c4c629836e010734d77,Bram Moolenaar,14,1,15,3,
2020-06-04 19:32:49,852ea366d6432e719ffdd95e9fb7d49a9a960187,Bram Moolenaar,3,1,4,2,
2020-06-04 18:56:09,442a85369f3eb9834dbab42add45f7c4106700f4,Bram Moolenaar,48,7,55,4,
2020-06-04 16:22:13,e52702f00322c8a8861efd0bd6a3775e685e5685,Bram Moolenaar,329,9,338,9,
2020-06-04 15:19:05,9155825b2428ef6bf654204a534b033a6879c90d,Bram Moolenaar,4,3,7,2,
2020-06-04 14:52:40,30cc44a97f0ba1349e1a522dab22b11f47888183,Bram Moolenaar,52,8,60,3,
2020-06-04 13:52:25,6b0e528368415476bfc3a8414c9c70f9852b1517,Bram Moolenaar,109,0,109,3,
2020-06-04 13:22:21,ebacddbc16b2d76bf5dad636d7ee5c529f0e8753,Bram Moolenaar,78,26,104,3,
2020-06-03 20:57:39,14681627f39421cce289345d4ec9927c10fa3b1c,Bram Moolenaar,14,2,16,3,
2020-06-03 20:15:45,408c23b0794540ee3c568a1569f21406c5ed3ab8,Bram Moolenaar,37,45,82,2,
2020-06-03 18:51:11,59f88fbf24b21dbae114a79a15695fa2c3a09fca,Bram Moolenaar,36,18,54,2,
2020-06-03 17:55:35,fb517bac2384798bb5142ed1f75f965f93984c0a,Bram Moolenaar,21,7,28,6,
2020-06-03 16:55:38,c5acc0f7fed6b061d994fc5ac660dcc0312750bd,Bram Moolenaar,15,4,19,2,
2020-06-03 08:04:49,cc836556d962058d8b8fbc45c400b7e9d643976a,Bram Moolenaar,3,1,4,2,
2020-06-02 21:18:24,1e5f8f6d65b2ecff3d93d9fdbdd17c7a2ab9cc3d,Bram Moolenaar,5,0,5,2,
2020-06-02 20:24:36,791fb1bcda7cd1a388ad948cdef469a2744d6dff,Bram Moolenaar,30,38,68,2,
2020-06-02 20:19:50,441d60efd8f0e4a44d0cf4bca11cb72e6c830e47,Bram Moolenaar,7,3,10,3,
2020-06-02 20:06:21,57f75a5a364ad4d8334fdf6b6b41420b48e08390,Bram Moolenaar,11,1,12,3,
2020-06-02 19:38:22,c17e66c5c0acd5038f1eb3d7b3049b64bb6ea30b,Bram Moolenaar,48,20,68,7,
2020-06-02 18:25:36,3ac498c8a1c3570c296093a5d9425b2a3a7cdb29,Bram Moolenaar,5,1,6,2,
2020-06-01 19:32:45,ea6561af92eeb26fa0b4966575da7cadd98af1cd,Bram Moolenaar,7,5,12,3,
2020-06-01 19:13:11,5fbf3bc3f9d007ab91eb005f9e3da6570992cb43,Bram Moolenaar,3,0,3,2,
2020-06-01 18:11:02,48b1c21809553d3463b5ed6c2b3bc6d335663bb6,Bram Moolenaar,22,13,35,2,
2020-06-01 17:14:12,d6a77f95ee1e8ab69366d4f2a3412beef4cec914,Bram Moolenaar,3,1,4,2,
2020-06-01 17:08:54,109aece79d1b5f14f6a84ff2ac068cfffebeba80,Bram Moolenaar,3,0,3,2,
2020-06-01 16:56:03,f9ca08e95ff5b66a02c75334264dd86508b2a453,Bram Moolenaar,3,1,4,2,
2020-06-01 16:39:20,85629985b71035608a37ba3bde86968481490d46,Bram Moolenaar,163,0,163,7,
2020-06-01 15:28:35,e8f5ec0d30b629d7166f0ad03434065d8bc822df,Bram Moolenaar,475,79,554,7,
2020-06-01 14:26:19,950587242cad52d067a15f0f0c83528a28f75731,Bram Moolenaar,36,4,40,4,
2020-06-01 14:09:41,6c9ba0428041d5316871245be38c13faa0107026,Bram Moolenaar,604,146,750,9,
2020-06-01 13:05:19,d14fd5285e491a39028c4b4722ddbe7c9dfa9bb2,Bram Moolenaar,10,2,12,2,
2020-06-01 12:43:59,2891459b81a21dbd2802ef1ae106c6680f085899,Bram Moolenaar,7,4,11,3,
2020-06-01 12:34:43,f15c8b6eb32fcfea88fd9ca42ef87bbee2c8fe2b,Bram Moolenaar,1822,1779,3601,12,
2020-06-01 12:14:44,f17e7ea67a798d0aa45ce24ea80c9e21d5164326,Bram Moolenaar,13,9,22,5,
2020-06-01 12:07:49,ad772a63ec3bc86fe9d53cba783812f53470a313,Bram Moolenaar,7,0,7,2,
2020-05-31 21:11:59,858ba06d5f577b187da0367b231f7fa9461cb32d,Bram Moolenaar,367,71,438,8,
2020-05-31 20:20:36,2245ae18e3480057f98fc0e5d9f18091f32a5de0,Bram Moolenaar,81,35,116,4,
2020-05-31 20:06:51,fccd93f0917234b962ce07d1df3adf9d7105936f,Bram Moolenaar,20,21,41,8,
2020-05-31 19:28:02,494e9069cb32620f7688a7cb128a3feff827639e,Bram Moolenaar,167,57,224,16,
2020-05-31 17:48:53,e35a52aee718c881bdfa69a47a1068df6ab6c60a,Bram Moolenaar,195,8,203,5,
2020-05-31 15:49:30,d881b516da0184052d2f9d33c3f72c5c014316bd,Bram Moolenaar,58,4,62,5,
2020-05-31 14:42:30,e023e88bed3f2e0a7ea4cf10cac2de80bc9c271c,Bram Moolenaar,118,24,142,12,
2020-05-31 14:04:42,b10090928cb5283f867e8457b7eea0985470d8d4,Bram Moolenaar,15,8,23,3,
2020-05-31 13:41:57,cfb4b47de08e4437c692d382067dc1692cd83c23,Bram Moolenaar,171,0,171,7,
2020-05-31 13:08:59,aaad995f8384a77a64efba6846c9c4ac99de0953,Bram Moolenaar,97,27,124,5,
2020-05-31 12:25:22,f09715bc5c827dab4425736da9024727836997e5,Bram Moolenaar,1420,1,1421,12,
2020-05-31 12:08:12,788fbb47079e6df4d4815d27273faf8390395029,Bram Moolenaar,121,9,130,8,
2020-05-31 11:53:04,5cd1cb9ff9d04979ff4cbc36ca8416d83364505d,Bram Moolenaar,4,1,5,2,
2020-05-31 11:09:47,928eec649b8af389de0fdb7aba2034d27df3e058,Bram Moolenaar,4,4,8,2,
2020-05-30 19:52:54,ebe9d34aa07037cff2188a8dd424ee1f59cbb0bf,Bram Moolenaar,60,43,103,13,
2020-05-30 18:50:25,363d6148dfc2cc17fb0d286c7a36c305f56f5813,Bram Moolenaar,52,3,55,3,
2020-05-30 18:30:46,ca70c07b72c24aae3d141e67d08f50361f051af5,Bram Moolenaar,52,50,102,22,
2020-05-30 18:05:02,d6cd5ffade84a1054fed23079133af3b837033bf,Bram Moolenaar,2,2,4,2,
2020-05-30 17:52:46,f4ae6b245a54f11dd967d06b80f30e5abf55fb82,Bram Moolenaar,28,42,70,4,
2020-05-30 16:37:55,95da136142628e06425f9d9eb2d1ca56a9e48feb,Bram Moolenaar,208,101,309,4,
2020-05-30 16:14:57,041c7107f23d3b49ab62c1d7e36af90421db8b63,Bram Moolenaar,17,364,381,19,
2020-05-30 15:49:25,06b7b58455f9c09be3d1c36d174ffbfdf4efcd79,Bram Moolenaar,108,12,120,4,
2020-05-30 15:06:14,367d59e6ba65cf554d167933775fa17e40dcc6a7,Bram Moolenaar,1569,1534,3103,16,
2020-05-30 14:17:33,d5c2c7763d73b91efd64a49da8221f9955debdd5,Bram Moolenaar,4,0,4,2,
2020-05-30 13:32:02,87be9be1db6b6d8fb57ef14e05f23a84e5e8bea0,Bram Moolenaar,241,223,464,7,
2020-05-30 12:46:52,a9d4b84d97fb74061eeb42c1433e111fb58825dc,Bram Moolenaar,129,47,176,5,
2020-05-30 11:15:14,0016fd2e29b7d4d4eef89a0516d14888a8651c61,Bram Moolenaar,6,0,6,3,
2020-05-30 11:07:39,208534d9ae6e8dec5baff90440b58c63f0b37981,Bram Moolenaar,8,0,8,2,
2020-05-29 21:03:09,823654bc06c847af20967d41db32d592aba416cb,Bram Moolenaar,6,5,11,3,
2020-05-29 20:49:43,6cb0726215519fe94103803e4aa77a355384bcf2,Bram Moolenaar,47,1,48,4,
2020-05-29 20:41:41,b42c0d54279b1fdb79652db0c84171e213458809,Bram Moolenaar,50,14,64,8,
2020-05-29 19:42:55,09307e3bc1423d5e8a05464b94717a948d6c059a,Bram Moolenaar,3,1,4,2,
2020-05-29 19:38:42,b60db8ba149b26024e6d871e8634d7fea639252a,Bram Moolenaar,3,3,6,2,
2020-05-28 19:30:11,14798ab9a5ee4b94f6c12f1986207569356acfc8,Bram Moolenaar,33,13,46,3,
2020-05-28 19:03:53,c998370562425e70f4cf202a87112d638f5f7b38,Bram Moolenaar,17,1,18,3,
2020-05-27 21:15:16,3f65c66df95445ef84f98de007c9b70ce23f54a0,Bram Moolenaar,8,0,8,3,
2020-05-27 20:08:34,ca5bc746073b6fd4b7651bc02f7a18b1b43bd4ca,Bram Moolenaar,4,0,4,2,
2020-05-27 19:29:04,a55ba06f6904af3d6a78fc90358cf72d4f2e8450,Bram Moolenaar,3,1,4,2,
2020-05-27 19:22:14,f4b68e9056f8ddb64c3d7141df138fe099575abf,Bram Moolenaar,5,3,8,3,
2020-05-26 20:14:27,80a20df86a1ceefa3506cc578ba0ba35da979e38,Bram Moolenaar,7,0,7,2,
2020-05-26 19:20:45,388a5d4f20b4b64341d1604aa238cab85827b892,Bram Moolenaar,349,148,497,25,
2020-05-26 18:22:01,fcb0b61d15f66f0e9116a6bc56d9d8105bb913cf,Bram Moolenaar,5,3,8,3,
2020-05-26 18:09:11,92c098d18e435a7a762409744ebe2dbb3746ed77,Bram Moolenaar,24,11,35,6,
2020-05-26 09:37:26,285b189260e2d753454449e429f2caa17e1c39a5,Bram Moolenaar,3,0,3,2,
2020-05-26 09:08:28,ebc3de634f4c2893f34e41b4f8da1d59212e59ea,Bram Moolenaar,14,1,15,2,
